Radiation,Cost
0,0
0,0
0,0
0,0
0,0
6.1,473.0596
129.9,22.2145
336.92,8.564834
525.45,5.491795
665.05,4.339018
739.83,3.900442
745.98,3.868286
686,4.206507
561.25,5.141495
383.98,7.515141
179.35,16.08957
19.9,145.0082
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,412.2377
141.38,20.41069
353.92,8.153435
545.35,5.291398
686.25,4.204975
708.67,4.071943
726.1,3.974196
666.85,4.327306
547.73,5.268406
375.52,7.684448
177,16.30319
20.4,141.4541
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.62,435.9009
119.17,24.21468
316.65,9.113102
516.08,5.591505
661.6,4.361644
762.35,3.785222
774.33,3.726659
714.65,4.03787
589.9,4.891785
411.65,7.009994
201.33,14.333
23.55,122.5335
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.8,424.3623
111.38,25.90828
299.55,9.633329
484.33,5.958053
626.62,4.605126
702.25,4.109169
716.33,4.0284
656.92,4.392717
517.92,5.57164
336.02,8.587774
150.12,19.22238
18.85,153.0856
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.98,321.3434
148.67,19.40986
361.17,7.989766
559.23,5.160066
713.7,4.043245
784.6,3.677879
802.15,3.597412
745.73,3.869583
621.23,4.645081
439.48,6.566087
222.98,12.94136
29.5,97.81911
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.48,214.07
189.2,15.25192
414.98,6.953742
610.85,4.724014
754.25,3.825872
829.77,3.477667
835.83,3.452453
773.12,3.732492
642.62,4.490467
456.8,6.317127
234.75,12.2925
32.6,88.5173
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11.55,249.841
169.35,17.03964
388.48,7.428089
582.62,4.952909
724.67,3.982038
775.6,3.720557
778.92,3.704699
713.33,4.045342
582.25,4.956056
401,7.196169
199.5,14.46448
27.3,105.702
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11,262.3331
157,18.38002
373.3,7.730147
568.85,5.072803
713.38,4.045059
807.88,3.571897
810.52,3.560262
738.65,3.906673
601.7,4.795851
414.67,6.95894
204.83,14.08809
26.7,108.0773
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.02,240.0719
160.77,17.94902
375.45,7.685881
567.8,5.082184
713.17,4.04625
766.27,3.765858
774.27,3.726948
704.2,4.09779
574.92,5.019244
391.98,7.361763
186.88,15.44127
26.1,110.5618
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12,240.472
150.95,19.11669
360.52,8.004171
552.52,5.222732
697.8,4.135374
773.9,3.72873
781.27,3.693555
714.92,4.036345
583.3,4.947135
400,7.21416
194.7,14.82108
28.23,102.2198
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14.48,199.2862
179.9,16.04038
403.98,7.143086
603.2,4.783925
751.98,3.837421
835.12,3.455388
843.38,3.421546
779.17,3.70351
648.55,4.449408
463.08,6.231459
242.58,11.89572
38.73,74.5072
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16.48,175.101
190.7,15.13196
416.1,6.935025
614.05,4.699396
758.27,3.805589
836,3.451751
846.17,3.410265
780.73,3.69611
649.2,4.444954
463.3,6.2285
241.52,11.94793
38.38,75.18666
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16.48,175.101
180.38,15.99769
400.3,7.208753
595.02,4.849692
731.5,3.944858
802.52,3.595753
805.8,3.581117
737.2,3.914357
603.35,4.782736
417.1,6.918398
205.42,14.04763
31.55,91.4632
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15.75,183.2168
159.27,18.11806
362.38,7.963088
549.83,5.248284
688.35,4.192146
799.23,3.610555
803.92,3.589491
736.77,3.916641
602.77,4.787338
417.08,6.91873
207.58,13.90145
32.7,88.2466
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18.12,159.253
179.2,16.10303
390.5,7.389664
576.25,5.00766
711.2,4.057458
793.85,3.635024
795.35,3.628169
720.67,4.00414
574.08,5.026588
373.12,7.733876
175.62,16.43129
29.75,96.9971
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19.88,145.1541
184.73,15.62098
403.27,7.155662
600.8,4.803036
744.35,3.876757
836.55,3.449482
839.5,3.43736
767.92,3.757766
633.62,4.55425
448.7,6.431165
239.05,12.07138
41.05,70.29632
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
25.1,114.9667
211.27,13.65865
430.58,6.701806
632.08,4.565346
775.55,3.720797
851,3.390909
855.33,3.373743
785.27,3.674741
649.35,4.443927
466.33,6.18803
249.35,11.57274
45.62,63.25436
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
25.42,113.5194
215.35,13.39988
442.73,6.517886
637.48,4.526674
782,3.690107
856.42,3.369449
861.15,3.350942
793.6,3.636169
659.77,4.373742
471.75,6.116934
250.98,11.49758
46.02,62.70456
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23.67,121.9123
190.25,15.16775
400.23,7.210014
584.55,4.936556
714.35,4.039566
818.52,3.525465
811.33,3.556708
731.8,3.943241
584.92,4.933433
397.35,7.262272
194.85,14.80967
35.12,82.16583
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26.6,108.4836
207.73,13.89142
430.1,6.709286
633.8,4.552957
771.92,3.738294
873.08,3.305154
878.2,3.285885
812,3.553773
680.6,4.239882
494.42,5.836463
272.92,10.5733
56.27,51.28246
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
37.52,76.91002
249.08,11.58529
477.05,6.048976
671.27,4.298812
812.1,3.553336
884.05,3.264141
891.12,3.238244
826.9,3.489737
693.98,4.158137
505.67,5.706615
280.25,10.29675
58.55,49.28546
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
29.67,97.25864
205.5,14.04216
412.15,7.001489
589.88,4.891951
729.8,3.954047
868.3,3.323349
855.55,3.372876
771.85,3.738633
621.33,4.644334
427.2,6.754831
219.33,13.15672
41.85,68.95254
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
37.55,76.84857
244.73,11.79121
473.12,6.099222
669.85,4.307925
815.4,3.538955
877.2,3.28963
885.8,3.257692
824.35,3.500532
691.73,4.171662
504.98,5.714412
281.92,10.23575
61.17,47.17449
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40.1,71.96169
243.23,11.86393
463.62,6.224201
651.58,4.428718
787.33,3.665126
857.17,3.366501
858.05,3.363049
788.52,3.659595
653.17,4.417937
464.92,6.206797
246.48,11.7075
49.08,58.79511
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
34.55,83.52138
219.4,13.15252
437.35,6.598065
632.55,4.561954
774.67,3.725023
863.88,3.340353
868.33,3.323234
800.15,3.606404
663.92,4.346403
473.9,6.089183
253.05,11.40353
52,55.49354
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
39.62,72.83351
239.58,12.04468
465.15,6.203727
661.73,4.360787
805,3.584676
895.77,3.221434
901.65,3.200426
833.48,3.462187
699.92,4.122848
511.5,5.641572
287.23,10.04653
65.88,43.80182
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
52.85,54.60102
271.5,10.6286
499,5.782893
692.9,4.164618
833.02,3.464099
904.2,3.1914
905.65,3.18629
835.27,3.454768
698.58,4.130756
506.98,5.691869
280.05,10.3041
62.38,46.25944
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
42.45,67.97795
231.58,12.46076
452.15,6.382094
650.23,4.437912
793.88,3.634887
878.6,3.284389
884.8,3.261374
816.45,3.534404
686.99,4.200445
491.1,5.875919
268.52,10.74655
60.5,47.69692
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
56.65,50.93846
276.48,10.43715
505.02,5.71396
678.11,4.255451
837.58,3.44524
913.7,3.158218
914.67,3.154869
843.98,3.419114
707.62,4.077985
517.27,5.578641
292.02,9.881734
70.33,41.03034
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50.38,57.27796
254.67,11.33099
478.83,6.026489
674.27,4.279686
817.08,3.531678
909.12,3.174129
910.67,3.168726
841.8,3.427968
702.12,4.10993
510.55,5.652069
284.35,10.14828
67,43.06961
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50.65,56.97263
248.98,11.58994
470.52,6.132925
663.77,4.347385
804.6,3.586458
867.33,3.327066
865.42,3.334409
796.35,3.623613
661.38,4.363095
476.08,6.0613
261.05,11.05407
61.17,47.17449
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
66.92,43.1211
289.62,9.963621
517.35,5.577779
712.85,4.048066
853.35,3.381571
905.73,3.186009
910.95,3.167752
842.85,3.423698
707.4,4.079253
517.1,5.580475
293.17,9.842971
72.75,39.66548
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
77.08,37.43726
307.58,9.381832
536.83,5.375377
733.5,3.934102
872.55,3.307162
937.1,3.079355
938.7,3.074107
868.12,3.324038
730.2,3.951881
539.45,5.34927
312.3,9.240038
83.5,34.55885
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
70.02,41.21199
286.27,10.08022
508.8,5.671509
697.77,4.135552
831.92,3.468679
921.42,3.131757
916.33,3.149154
838.85,3.440024
695.62,4.148334
499.5,5.777105
273.62,10.54625
66.23,43.57034
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
67.95,42.46746
280.67,10.28134
504.4,5.720983
695.33,4.150064
831.17,3.471809
893.45,3.229799
893.62,3.229184
821.95,3.510753
684.95,4.212955
495,5.829624
273.9,10.53546
67.6,42.68733
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
74.98,38.48578
291.2,9.90956
513.05,5.624528
701.4,4.114149
836.3,3.450513
903,3.195641
900.95,3.202912
828.58,3.482662
691.92,4.170517
502.85,5.738618
282.62,10.2104
72.85,39.61103
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
85.65,33.69135
315.1,9.15793
543.7,5.307456
737.1,3.914888
878.92,3.283193
947.58,3.045298
948.08,3.043692
877.38,3.288956
737.35,3.913561
543.12,5.313124
313.2,9.213486
86.12,33.50748
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
88.62,32.56222
311,9.278662
534.33,5.400527
722.2,3.995657
855.42,3.373388
910.48,3.169387
908.83,3.175141
836.7,3.448863
699.67,4.124321
510.65,5.650962
290.88,9.920461
78.45,36.78348
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
82.1,35.14816
294.17,9.809511
514.38,5.609985
701.12,4.115792
834.98,3.455968
907.62,3.179374
907.23,3.180741
834.98,3.455968
696.15,4.145175
503.77,5.728138
280.73,10.27914
74.55,38.70776
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
79.85,36.13856
284.33,10.149
502.62,5.741244
688.48,4.191355
823.8,3.502869
914.9,3.154076
911.45,3.166014
837.05,3.447421
698.35,4.132117
507.45,5.686597
285.73,10.09927
77.85,37.06697
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
89.55,32.22405
298.55,9.665597
517.98,5.570995
705.27,4.091573
840.2,3.434496
919.12,3.139594
915.88,3.150701
842.88,3.423576
705.8,4.088501
517.02,5.581339
295.7,9.758755
85.1,33.90909
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
116.8,24.70603
346.55,8.326833
574.17,5.0258
766.95,3.762519
904.77,3.189389
975.3,2.958745
975.4,2.958441
902.85,3.196172
765.3,3.770631
572.98,5.036238
343.25,8.406887
108.9,26.49829
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
128,22.54425
360.1,8.013507
587.35,4.913023
779.58,3.701562
916.27,3.14936
977.98,2.950637
974.1,2.96239
900.7,3.203801
761.12,3.791339
569.08,5.070753
340.9,8.46484
109.42,26.37236
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
124.1,23.25273
349.48,8.257021
573.73,5.029655
761.23,3.790791
895.05,3.224025
965.25,2.989551
961.23,3.002053
883.1,3.267652
711.42,4.056203
544.92,5.295573
316.8,9.108787
96.15,30.0121
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
125.23,23.04291
349.15,8.264826
573.73,5.029655
761.7,3.788452
890.08,3.242027
951.67,3.032211
945.9,3.050707
869.77,3.317732
730.77,3.948799
540.67,5.3372
315.95,9.133293
96.85,29.79519
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
121.35,23.77968
338.85,8.516051
559.98,5.153155
745.58,3.870361
877.7,3.287756
935.88,3.083369
932.8,3.09355
860.42,3.353785
721.62,3.998869
530.3,5.441569
307.38,9.387936
94.33,30.59116
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
121,23.84846
334.02,8.639195
552.42,5.223677
737.08,3.914994
867.83,3.325149
923.1,3.126058
919.15,3.139492
846.08,3.410628
709.08,4.069589
520.55,5.54349
301.1,9.583739
93.35,30.91231
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.45,836.4243
113.7,25.37963
330.92,8.720125
548.52,5.260818
731.42,3.94529
860.42,3.353785
915.55,3.151836
909.38,3.173221
834.55,3.457748
695.9,4.146665
509.62,5.662383
290.2,9.943707
90.17,32.00248
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.95,730.5478
121.1,23.82877
349.25,8.262459
574.45,5.023351
762.45,3.784725
896.27,3.219637
953.92,3.025059
953.98,3.024868
880.38,3.277748
742.6,3.885893
550.6,5.240944
327.42,8.81334
107.5,26.84338
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.92,736.1387
101.52,28.42458
300.45,9.604473
511.58,5.640689
698.12,4.133478
827.17,3.488598
920.9,3.133526
908.27,3.177099
827.38,3.487713
684.85,4.213571
495.35,5.825505
282.05,10.23104
89.27,32.32512
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.3,544.4649
135.92,21.23061
358.2,8.056013
579.73,4.9776
763.5,3.77952
902.88,3.196066
975.8,2.957229
972.95,2.965891
897.77,3.214257
758.98,3.802029
568.12,5.079321
343.33,8.404928
121.1,23.82877
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.45,529.4796
124.48,23.18175
343.65,8.397101
563.95,5.116879
747.9,3.858355
879.7,3.280282
944.25,3.056038
938.7,3.074107
862.58,3.345387
724.5,3.982973
534.33,5.400527
313.58,9.202321
105.27,27.41202
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.62,435.9009
146.15,19.74454
373.7,7.721873
591.8,4.876079
771.88,3.738488
899.05,3.209681
958.62,3.010227
952.02,3.031096
876.55,3.29207
737.4,3.913295
546.83,5.277077
324.62,8.889359
112.17,25.72581
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.38,452.2984
124.02,23.26773
338.45,8.526116
555.3,5.196585
738.33,3.908366
867.7,3.325647
909.9,3.171408
909.35,3.173326
840.38,3.433761
707.65,4.077812
523.98,5.507202
309.67,9.318513
107.65,26.80598
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.52,383.7319
141.08,20.4541
362.75,7.954966
578.95,4.984306
759.25,3.800677
884.27,3.263329
949.95,3.037701
937.85,3.076893
859.38,3.357844
717.85,4.01987
527.05,5.475123
307.73,9.377259
104.73,27.55336
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.08,357.1366
142.88,20.19642
366.25,7.878946
584.08,4.940528
762.48,3.784576
888.35,3.248341
957.45,3.013906
945.92,3.050643
865,3.336028
723.23,3.989967
532.77,5.416341
313.85,9.194404
111.25,25.93855
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.23,312.6396
149.15,19.34739
371.1,7.775974
590.48,4.88698
772.35,3.736213
900.08,3.206008
978.75,2.948316
971.42,2.970563
894.48,3.22608
755.48,3.819643
563.23,5.12342
335.9,8.590842
121.8,23.69182
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.55,337.5045
123.12,23.43782
321.48,8.976185
523.45,5.512778
701.38,4.114266
824.67,3.499174
890.4,3.240862
889.02,3.245893
813.95,3.545259
676.05,4.268418
490.38,5.884546
281.58,10.24811
90.25,31.97411
2.88,1001.967
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.88,419.4279
89.85,32.11646
245.88,11.73607
432.67,6.669434
611.92,4.715753
748.38,3.85588
819.95,3.519317
816.58,3.533841
753.85,3.827902
623.9,4.625202
444.88,6.486387
252.67,11.42068
81.5,35.40692
2.92,988.241
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.58,272.7471
151.25,19.07877
372.33,7.750286
590.17,4.889547
771.3,3.741299
897.58,3.214938
947.8,3.044592
940.75,3.067408
863.25,3.34279
725.3,3.97858
529.3,5.451849
305.5,9.445708
101.65,28.38823
3.48,829.2137
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.08,220.6165
174.23,16.56238
402.35,7.172024
620.1,4.653546
800.17,3.606313
920.52,3.134819
982.02,2.938498
974.58,2.960931
897.67,3.214615
760.7,3.793432
569.77,5.064612
340.52,8.474286
124.62,23.1557
4.27,675.7995
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14.65,196.9736
186.05,15.51015
416.83,6.922879
632,4.565924
809.12,3.566423
932.33,3.09511
976.35,2.955563
968.75,2.97875
893.27,3.23045
755.33,3.820401
568.45,5.076372
349.55,8.255368
129.2,22.33486
4.67,617.9152
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15.23,189.4723
177.17,16.28754
401.58,7.185776
616.08,4.683911
793.42,3.636994
916.9,3.147196
969.95,2.975065
962.65,2.997625
888.23,3.24878
749.92,3.847962
562.33,5.13162
343.55,8.399545
125.92,22.91664
4.77,604.961
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17.05,169.2471
188.02,15.34764
414.27,6.96566
627.02,4.602188
802.05,3.59786
924.17,3.122438
981.95,2.938708
973.48,2.964276
897.15,3.216479
758.95,3.802179
571.17,5.052198
352.8,8.179319
130.98,22.03133
5.3,544.4649
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18.58,155.3102
191.58,15.06245
417.73,6.907964
630.02,4.580273
804.5,3.586903
924.98,3.119704
984.15,2.932138
973.9,2.962998
897.12,3.216586
758.4,3.804936
570.33,5.059639
351.3,8.214244
132.3,21.81152
5.48,526.581
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17.73,162.756
181.23,15.92266
405.42,7.117715
618.73,4.66385
794.58,3.631684
918.48,3.141782
954.45,3.023379
945.45,3.052159
869.4,3.319144
733.45,3.93437
548.92,5.256984
335.75,8.59468
123.23,23.41689
5.52,522.7652
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18.42,156.6593
179.52,16.07433
399.58,7.221742
609.4,4.735254
782.45,3.687985
904.55,3.190165
947.08,3.046906
937.12,3.07929
860.55,3.353279
722.77,3.992506
535.42,5.389533
320.27,9.010097
114.73,25.15178
5.48,526.581
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19.75,146.1096
187.42,15.39678
414,6.970203
630.73,4.575117
812.5,3.551586
936.62,3.080933
990.75,2.912605
983.25,2.934822
907.52,3.179725
770.9,3.74324
583.95,4.941628
365.12,7.90333
141.85,20.34307
6.8,424.3623
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
22.98,125.5728
203.45,14.18365
432.83,6.666968
647.85,4.454216
824.38,3.500405
948.42,3.042601
1007.02,2.865548
998.8,2.889131
925.62,3.117547
787.77,3.663079
601.05,4.801038
380.35,7.586864
152.12,18.96965
7.5,384.7552
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27.8,103.8009
221.65,13.01901
454.08,6.354968
669.1,4.312754
845.23,3.414058
967.05,2.983986
1024.65,2.816243
1011.8,2.85201
933.58,3.090966
793.48,3.636719
603.12,4.78456
379.95,7.594852
151.45,19.05357
7.8,369.9569
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
28.05,102.8757
220.02,13.11546
451.15,6.39624
664.1,4.345225
838.65,3.440844
960.17,3.005368
1015.02,2.842963
1004.08,2.873938
927.42,3.111496
787.05,3.66643
599.3,4.815057
379.2,7.609873
152.9,18.87288
8.23,350.6274
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
24.23,119.0947
196.15,14.71152
420.25,6.866541
633.62,4.55425
809.35,3.565409
931.55,3.097702
974.35,2.96163
962.45,2.998248
885,3.260637
746.2,3.867145
558.17,5.169866
340.73,8.469063
128.42,22.47052
7.38,391.0114
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
25.35,113.8329
198.15,14.56303
423.45,6.814651
637.42,4.5271
812.98,3.549489
935.85,3.083468
965.27,2.989489
958.42,3.010855
883.5,3.266173
747.5,3.86042
562.02,5.13445
346.38,8.330919
134.23,21.49791
7.92,364.3515
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26.35,109.5129
197.38,14.61984
419.48,6.879145
631.58,4.56896
806.67,3.577254
927.02,3.112839
966.1,2.98692
954.48,3.023284
874.9,3.298278
734.23,3.930191
544.92,5.295573
328.12,8.794538
121.55,23.74055
7.62,378.696
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27.77,103.913
205.2,14.06269
429.88,6.712719
642.67,4.490118
818.5,3.525551
942.73,3.060965
1004.88,2.87165
996.92,2.894579
921.65,3.130976
785.02,3.675911
599.48,4.813612
380.9,7.575909
157.38,18.33565
9.88,292.0712
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
37.35,77.26008
239.33,12.05726
471.85,6.115638
687.2,4.199162
863.48,3.3419
986.35,2.925598
1035.58,2.786519
1028,2.807066
951.1,3.034028
763.56,3.779223
627.05,4.601968
406.5,7.098804
175.77,16.41727
12.12,238.0911
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
39.27,73.48265
243.98,11.82746
476.58,6.054941
690.33,4.180122
864.17,3.339232
978.67,2.948557
1032.98,2.793533
1019.67,2.829998
940.75,3.067408
801.1,3.602127
612.12,4.714213
390.45,7.39061
163.27,17.67418
10.9,264.7398
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40.75,70.81384
247.25,11.67104
481.42,5.994067
696.88,4.140833
872.58,3.307048
994.52,2.901564
1048.83,2.751317
1040.77,2.772624
964.73,2.991162
827.7,3.486364
640.1,4.508145
417.65,6.909287
183.75,15.70429
13.62,211.8696
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
42.38,68.09023
245.58,11.7504
474.5,6.081483
684.9,4.213263
855.85,3.371693
973.12,2.965373
1035.42,2.78695
1021.42,2.825149
941.98,3.063402
801.6,3.59988
612.08,4.714521
390.7,7.385881
164.38,17.55484
11.8,244.5478
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
37.3,77.36364
230.35,12.5273
458.8,6.28959
672.12,4.293376
846.52,3.408855
967.92,2.981304
1029.45,2.803112
1019.1,2.831581
942.27,3.06246
804.9,3.585121
618.08,4.668755
398.05,7.249501
171.7,16.80643
13.02,221.6332
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41.12,70.17665
238.77,12.08554
467.48,6.172807
679.8,4.244872
852.98,3.383038
972.52,2.967203
1030.92,2.799115
1016.7,2.838265
937.52,3.077976
798,3.61612
609.73,4.732691
389.4,7.410539
165.88,17.39609
12.85,224.5653
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
35.33,81.67744
210.1,13.73472
426.92,6.759261
632.98,4.558855
801.38,3.600868
919,3.140004
958.67,3.01007
945.17,3.053063
865.33,3.334755
725.05,3.979952
542.4,5.320177
330.67,8.726718
129.27,22.32277
10.73,268.9342
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
35.58,81.10354
213.12,13.54009
433.92,6.650221
643.95,4.481192
817,3.532024
937.08,3.079421
951.85,3.031637
941.38,3.065355
866.95,3.328524
730.62,3.94961
547.67,5.268983
338.5,8.524856
135.98,21.22124
11.42,252.6851
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
36.12,79.89103
210.52,13.70731
428.88,6.728371
636.27,4.535282
810.1,3.562108
929.02,3.106137
970.02,2.97485
963.85,2.993893
889.27,3.244981
757.38,3.810061
574.38,5.023963
362.38,7.963088
151.8,19.00964
12.8,225.4425
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
40.88,70.58865
228.92,12.60556
449.35,6.421862
654.85,4.406603
822.5,3.508406
937.88,3.076794
964.17,2.992899
950.1,3.037221
871.95,3.309437
734.2,3.930351
550.75,5.239517
343.58,8.398812
139.4,20.7006
12.23,235.9496
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
33.77,85.45051
190.52,15.14625
399.52,7.222827
601.1,4.800639
773.67,3.729838
894.67,3.225395
928.2,3.108882
924.58,3.121054
855.08,3.37473
723.45,3.988754
545.62,5.288779
338.62,8.521835
142.17,20.29728
13,221.9741
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
42.33,68.17066
223.83,12.89221
439.65,6.563548
641.98,4.494944
806.95,3.576013
918.9,3.140346
963.27,2.995696
934.02,3.08951
841.2,3.430413
704.4,4.096627
516.62,5.58566
309.92,9.310996
120.38,23.97129
11.8,244.5478
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
32.12,89.84009
171.3,16.84567
361.38,7.985123
567.02,5.089175
748.92,3.8531
866.25,3.331214
948.88,3.041126
932.62,3.094147
849.48,3.396977
708.88,4.070737
524.2,5.504891
317.42,9.090996
