Radiation,Cost
782.08,3.68973
829.62,3.478296
805.95,3.58045
713.17,4.04625
560.75,5.146079
362.55,7.959354
146.8,19.65711
7.35,392.6073
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
67.08,43.01824
274.23,10.52279
480.58,6.004544
652.05,4.425525
767.8,3.758354
803.15,3.592933
775.25,3.722236
678.1,4.255514
522.3,5.524916
325.45,8.866689
121.98,23.65686
5.9,489.0956
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
58.05,49.70997
245.62,11.74849
457.62,6.305808
635.55,4.54042
757,3.811973
809.75,3.563648
788.88,3.657925
696.65,4.1422
543.33,5.31107
343.55,8.399545
132,21.86109
5.75,501.8546
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
71.95,40.10652
284.98,10.12585
497.02,5.805931
670.48,4.303878
783.25,3.684218
814.73,3.541865
790.8,3.649044
697.67,4.136144
543.92,5.305309
344.48,8.376869
131.77,21.89925
5.25,549.6503
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
68.95,41.85154
280.88,10.27365
492.55,5.858621
667.23,4.324841
783.02,3.6853
831.67,3.469722
808.3,3.570041
715.98,4.030369
561.08,5.143052
359.25,8.032467
137.98,20.91364
5,577.1328
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
63.52,45.42922
271.02,10.64742
482.3,5.98313
654.6,4.408286
769.38,3.750635
829.5,3.478799
803.62,3.590831
707.98,4.075912
550.3,5.243801
344.8,8.369095
125.98,22.90573
4.2,687.0628
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
65.85,43.82177
280.55,10.28574
494.55,5.834928
668.33,4.317723
784.05,3.680459
833.2,3.463351
809.27,3.565762
716.8,4.025759
562.77,5.127608
361.58,7.980706
148.62,19.41639
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
73.05,39.50259
293.65,9.826882
506.3,5.699514
677.42,4.259785
790.95,3.648352
835.3,3.454644
809.05,3.566731
714.52,4.038605
558.75,5.164499
355.73,8.11195
141.65,20.37179
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
69.27,41.6582
289.9,9.953997
503.67,5.729275
675.62,4.271134
789.52,3.65496
833.33,3.46281
808.02,3.571278
713.98,4.041659
558.62,5.165701
355.92,8.107619
139.67,20.66058
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
67.1,43.00542
284.6,10.13937
495.85,5.819631
665.85,4.333805
777.85,3.709795
826.15,3.492905
797.77,3.617163
699.12,4.127566
538.33,5.360399
331.48,8.705393
119.52,24.14377
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
52.45,55.01742
255.1,11.31189
463.67,6.223529
635.92,4.537778
750.75,3.843708
806.8,3.576678
780.92,3.695211
685.67,4.208532
529.6,5.448761
326.75,8.831412
115.67,24.94738
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
58.5,49.32759
270.95,10.65017
481.62,5.991578
651.98,4.426001
764.67,3.773737
802.92,3.593962
777.73,3.710367
683.02,4.22486
527.62,5.469209
326.73,8.831952
114.98,25.09709
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
48.6,59.3758
242.77,11.88641
444.17,6.496755
609.4,4.735254
715.02,4.035781
762.83,3.78284
725.9,3.975291
624,4.624461
464.08,6.218031
267.35,10.79358
82.85,34.82998
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
38.38,75.18666
207.8,13.88674
404.85,7.127736
567.62,5.083795
679.23,4.248434
779.38,3.702512
747.92,3.858252
647.23,4.458483
485.17,5.947738
283.6,10.17512
87,33.16855
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47.48,60.77641
250.58,11.51594
461.08,6.258488
632.95,4.559071
746.7,3.864556
793,3.63892
767.08,3.761881
672.65,4.289993
517.42,5.577024
316.33,9.122321
103.12,27.98355
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
56.08,51.4562
271.25,10.63839
481.7,5.990583
650.6,4.435389
761.5,3.789447
795.58,3.62712
767.38,3.760411
670.88,4.301311
513.62,5.618286
311.3,9.26972
98.33,29.34673
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
49.55,58.23741
255.42,11.29772
461.9,6.247378
628.77,4.589379
738.02,3.910008
769.38,3.750635
738.02,3.910008
638.58,4.518876
479.25,6.021208
278.2,10.37262
79.5,36.29766
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
33.95,84.99746
199.08,14.495
391.85,7.364205
550.92,5.2379
661.02,4.365471
735.42,3.923831
708.25,4.074358
611.95,4.715522
457.05,6.313672
262.33,11.00013
72.75,39.66548
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
34.77,82.99292
214.25,13.46868
413.15,6.984543
579.83,4.976741
689.38,4.185883
750.1,3.847039
720.77,4.003585
621.7,4.64157
461.23,6.256453
261.52,11.0342
69.05,41.79093
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30.08,95.93297
182.4,15.82053
365.15,7.902681
527.4,5.47149
636.83,4.531294
724.9,3.980775
699.58,4.124852
605.35,4.766935
452.75,6.373636
260.05,11.09657
69.58,41.4726
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
36.8,78.41478
226.92,12.71666
429.05,6.725705
592.83,4.867608
701.98,4.110749
721.85,3.997595
698.92,4.128747
606.8,4.755544
455.23,6.338914
261.7,11.02661
68.88,41.89407
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
35.3,81.74685
222.02,12.99731
425.1,6.7882
590.45,4.887228
700.95,4.11679
717.3,4.022953
686.2,4.205281
588.67,4.902006
431.2,6.69217
236.1,12.22221
57.02,50.60792
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23.58,122.3776
154.8,18.64124
324.3,8.898131
474.33,6.083663
568.55,5.075479
684.98,4.212771
654.05,4.411993
555.05,5.198926
400.65,7.202456
220.08,13.11189
51.52,56.01056
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
29.08,99.23191
199.25,14.48263
396.3,7.281514
559.95,5.153431
669.58,4.309663
686.15,4.205587
659.4,4.376196
564.95,5.107822
412.48,6.995888
224.7,12.8423
53,54.44649
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30.35,95.07953
209.8,13.75436
410.75,7.025353
576.5,5.005488
687.7,4.196109
700.95,4.11679
675.42,4.272399
581.3,4.964156
427.92,6.743466
235.95,12.22998
54.2,53.24103
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
29.75,96.9971
210.75,13.69236
411.48,7.01289
576.95,5.001584
686.7,4.202219
711.9,4.053468
686.48,4.203566
593.17,4.864818
440.98,6.543752
248.08,11.63199
57.58,50.11573
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26.9,107.2737
200.02,14.42688
397.3,7.263186
559.42,5.158314
666.17,4.331723
707.9,4.076372
676.85,4.263373
578.55,4.987752
423.17,6.81916
232.48,12.41253
50.92,56.67054
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27,106.8764
202.7,14.23613
401.38,7.189356
564.8,5.109178
673.83,4.282481
699.12,4.127566
672.05,4.293823
577.77,4.994485
425.48,6.782137
235.15,12.27159
50.8,56.80441
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
28.3,101.9669
212.67,13.56874
416.42,6.929696
583.3,4.947135
691.2,4.174861
705.52,4.090123
679.6,4.246121
586.55,4.919724
431.98,6.680087
241.67,11.94051
51.9,55.60046
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26.92,107.1941
207.02,13.93906
404.5,7.133903
563.5,5.120965
665.6,4.335432
674.92,4.275564
634.27,4.549583
535.42,5.389533
383.38,7.526902
204.9,14.08328
42.3,68.219
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
20.2,142.8546
173.88,16.59572
364.9,7.908095
526.62,5.479594
634,4.55152
666.58,4.329059
637.1,4.529373
542.73,5.316942
392.95,7.34359
211.27,13.65865
42.58,67.7704
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19.3,149.5163
173.7,16.61292
365.6,7.892954
528.6,5.459069
637.9,4.523693
704,4.098954
674.67,4.277149
576.1,5.008963
419.65,6.876358
226.45,12.74305
44.73,64.51294
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18.05,159.8706
162.95,17.70889
348.7,8.275491
509.27,5.666275
612.9,4.708213
700.88,4.117201
657.62,4.388041
546.8,5.277366
381.92,7.555676
194.17,14.86153
36.38,79.32006
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16.62,173.626
160.42,17.98818
351.7,8.204901
516.33,5.588798
626.55,4.60564
688.75,4.189712
656.27,4.397068
556.1,5.18911
399.58,7.221742
208.05,13.87005
38.73,74.5072
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14.88,193.929
143.95,20.04629
321.95,8.963081
475.42,6.069715
572.23,5.042839
705.15,4.092269
673.83,4.282481
572.05,5.044426
412.02,7.003698
217.08,13.29309
40.17,71.83629
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.92,207.3034
134.25,21.4947
295.08,9.779259
431.42,6.688758
514.15,5.612494
638.85,4.516966
580.48,4.971168
466.95,6.179813
316.65,9.113102
163.45,17.65472
30.3,95.23643
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11.62,248.336
116.48,24.7739
274.2,10.52394
422.17,6.835312
523.23,5.515096
600.5,4.805435
560.73,5.146263
460.4,6.267732
314.25,9.182701
155.15,18.59919
27.92,103.3547
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.9,264.7398
113.23,25.48498
269.23,10.71821
422.7,6.826742
528.02,5.465065
607.2,4.752411
578.08,4.991807
484.23,5.959283
341.88,8.440575
172.25,16.75277
30.45,94.76729
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11.9,242.4928
131.12,22.00781
303.65,9.503256
456.95,6.315054
563.2,5.123693
599.73,4.811605
576.8,5.002885
490.38,5.884546
349.6,8.254187
179.6,16.06717
31.12,92.72699
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.55,273.5226
129.3,22.31759
299.62,9.631079
452.27,6.380401
556.77,5.182865
565.8,5.100148
547.3,5.272545
464.83,6.207998
330.38,8.734378
170.35,16.93962
29.52,97.75284
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11.27,256.0483
142.05,20.31442
336,8.588285
508.48,5.675078
620.4,4.651296
619.48,4.658203
602.65,4.788291
516.33,5.588798
370.98,7.778489
194.62,14.82717
33.02,87.39139
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.12,238.0911
159.83,18.05458
355.52,8.116741
522.92,5.518366
634.55,4.547575
660.4,4.36957
644.25,4.479106
555.67,5.193125
408.23,7.068721
220.45,13.08988
38.95,74.08636
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.1,220.2797
169.6,17.01453
367.8,7.845742
532.08,5.423365
642.05,4.494453
678.88,4.250624
655.08,4.405056
564.08,5.1157
414.65,6.959276
224.75,12.83944
39.55,72.96242
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.25,235.5644
167.85,17.19192
367.4,7.854284
532.2,5.422142
642.55,4.490956
685.33,4.210619
662.48,4.35585
570.6,5.057245
419.88,6.872592
227.58,12.67978
39.7,72.68675
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.45,276.1401
156.17,18.47771
354.05,8.150442
520.17,5.54754
631,4.57316
666.48,4.329708
643.12,4.486976
552.42,5.223677
405.2,7.121579
220.08,13.11189
37.35,77.26008
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.95,290.0165
153.92,18.74782
350.33,8.236988
514.65,5.607041
625.17,4.615807
676.35,4.266524
651.85,4.426883
561.5,5.139205
413.1,6.985388
224.12,12.87553
38.83,74.31532
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.6,300.59
154.55,18.67139
351.85,8.201404
516.1,5.591288
626.27,4.607699
675.35,4.272842
651.8,4.427223
562,5.134633
413.7,6.975257
224.38,12.86061
38.42,75.10838
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.38,344.3513
144.92,19.91212
340.27,8.480512
505.3,5.710793
617.25,4.675033
661.62,4.361512
640.05,4.508498
553.25,5.215841
408.35,7.066643
221.95,13.00141
38.58,74.79689
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.9,324.2319
153,18.86055
348.67,8.276203
510.5,5.652623
618.23,4.667622
658.15,4.384508
629.08,4.587117
537.45,5.369176
390.3,7.393451
206.17,13.99653
33.6,85.88285
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.62,378.696
143.42,20.12037
336.9,8.565342
499.4,5.778262
609.02,4.738209
649.25,4.444611
624.48,4.620907
535.58,5.387923
389.23,7.413775
204.62,14.10255
32.7,88.2466
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.27,460.2335
127.55,22.62379
315.45,9.147769
476.9,6.050878
587.12,4.914947
633.8,4.552957
609.1,4.737586
519.27,5.557155
373.27,7.730768
192.52,14.9889
30.02,96.12471
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.23,463.1884
134.62,21.43562
328.7,8.77902
493.08,5.852324
604.05,4.777194
647.25,4.458345
625.92,4.610276
538.73,5.356419
394.58,7.313254
211.08,13.67095
34.4,83.88558
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.95,484.9855
133.33,21.64302
326.92,8.82682
490.88,5.878552
602.02,4.793302
645.62,4.469601
624.08,4.623868
537.8,5.365682
392.8,7.346395
209.5,13.77405
34.17,84.45021
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.65,510.737
132.48,21.78188
325.73,8.859067
489.27,5.897897
600.2,4.807837
636.88,4.530938
616.48,4.680872
530.62,5.438287
386.88,7.458809
204.95,14.07984
32.77,88.0581
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.75,607.5082
119.67,24.11351
309.15,9.334187
474.2,6.085331
589.05,4.898844
636.52,4.533501
616.73,4.678974
532.25,5.421632
390.45,7.39061
207.35,13.91687
33.5,86.13922
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.35,663.371
115.15,25.06004
301.02,9.586286
459.9,6.274546
570.8,5.055473
624.23,4.622757
604.38,4.774585
519.92,5.550207
378.88,7.6163
199.3,14.479
31.88,90.51643
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.73,773.6364
104.42,27.63516
283.85,10.16616
443.58,6.505397
555.2,5.197521
577.65,4.995523
567.23,5.087291
490.55,5.882507
356.77,8.088303
185.45,15.56033
29.27,98.58776
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
108.62,26.5666
275.9,10.45909
434.75,6.637525
545.1,5.293825
611.62,4.718067
598.35,4.822702
518.92,5.560903
382.83,7.537716
206.85,13.95051
34.55,83.52138
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
125.05,23.07608
304.17,9.48701
466.9,6.180475
578.05,4.992066
613.92,4.700391
599.1,4.816665
519.08,5.559189
382.85,7.537322
207.62,13.89878
34.85,82.80241
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
127.27,22.67356
311.2,9.272699
475.85,6.06423
589.88,4.891951
641.92,4.495364
626.6,4.605273
545.52,5.289749
386.14,7.473103
224.4,12.85946
40.27,71.65791
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
129.98,22.20083
316.55,9.115981
481,5.999301
590.35,4.888056
631.55,4.569177
612.98,4.707599
529.55,5.449275
388.88,7.420448
208.6,13.83348
34.55,83.52138
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
114.12,25.28622
294.38,9.802513
456.1,6.326823
567.38,5.085946
627.2,4.600867
608.58,4.741634
525.92,5.486887
385.7,7.481628
207.38,13.91486
34.7,83.16034
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
98.8,29.20712
267.52,10.78672
422.23,6.834341
527.48,5.47066
602.55,4.789086
578.9,4.984736
492,5.86517
346.83,8.32011
172.52,16.72655
27.6,104.553
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
63.55,45.40777
187.67,15.37627
319.05,9.04455
415.58,6.943702
345.6,8.349722
327.55,8.809842
261.67,11.02787
174.45,16.5415
89.08,32.39407
16.67,173.1052
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
66.2,43.59009
180.85,15.95612
295.52,9.764699
408,7.072705
423.58,6.812559
395.25,7.300857
309.38,9.327248
199.98,14.42976
98.75,29.22191
17.73,162.756
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
89.48,32.24926
265.42,10.87207
430.45,6.70383
549.62,5.250289
616.58,4.680113
606.02,4.761664
527.9,5.466308
390.77,7.384558
211.58,13.63864
36.3,79.49487
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
112.52,25.64579
300.3,9.60927
463.62,6.224201
575.55,5.01375
614.6,4.69519
582,4.958185
492.83,5.855293
352.52,8.185816
184.73,15.62098
31.2,92.48923
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
112.5,25.65035
303.38,9.511714
469.48,6.146511
583.95,4.941628
634.6,4.547217
621.62,4.642167
544.08,5.303749
408.62,7.061974
230.17,12.5371
44.6,64.70098
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
112.62,25.62301
304.52,9.476106
470.92,6.127716
586.4,4.920982
634.92,4.544925
620.98,4.646951
543.27,5.311657
406.55,7.097931
227.23,12.69931
43.48,66.36761
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
97.77,29.51482
282.27,10.22306
448.25,6.437621
565.38,5.103937
640.08,4.508286
626.23,4.607994
547.48,5.270811
410.1,7.036488
229.52,12.5726
44.6,64.70098
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
93.92,30.7247
278.23,10.37151
444.15,6.497048
561.55,5.138748
621.2,4.645306
607.83,4.747485
530.98,5.4346
396.3,7.281514
220.35,13.09582
42.48,67.92994
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
90.5,31.88579
273.35,10.55666
438.17,6.585717
555,5.199394
612.2,4.713597
597.48,4.829725
519.62,5.553412
385.2,7.491339
211.27,13.65865
39.98,72.17768
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
88.27,32.69133
271.2,10.64035
436.3,6.613944
553.7,5.211602
607.33,4.751394
594.55,4.853526
519.15,5.558439
387.3,7.45072
215.27,13.40486
42.17,68.42931
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
98.3,29.35569
291.67,9.893592
461.98,6.246296
582.83,4.951124
640.33,4.506526
633.58,4.554537
559.33,5.159144
425.77,6.777518
246.12,11.72462
53.67,53.76679
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
102.58,28.13086
298.35,9.672076
468.23,6.16292
587.92,4.908259
642.12,4.493963
632.4,4.563036
557,5.180725
422.83,6.824643
243.27,11.86198
52.67,54.78762
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
79.98,36.07982
260.05,11.09657
424.77,6.793474
542.92,5.315081
591.52,4.878388
581.08,4.966035
505.8,5.705148
373.6,7.72394
204.2,14.13156
40,72.1416
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
78.45,36.78348
263.67,10.94423
435.02,6.633405
555.4,5.19565
619.95,4.654672
614.15,4.69863
543.7,5.307456
413.65,6.9761
238.6,12.09415
52.73,54.72528
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
85.62,33.70315
274.6,10.50861
443.7,6.503637
563.67,5.119421
604.15,4.776403
592.23,4.872539
519.65,5.553091
390,7.399138
219.7,13.13456
46.42,62.16424
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
69.12,41.74861
241.23,11.96229
404.6,7.13214
520.55,5.54349
566.8,5.09115
561.38,5.140304
494.33,5.837525
370.75,7.783314
206.12,13.99992
43.25,66.72055
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
69.45,41.55024
246.42,11.71035
413.9,6.971887
538.23,5.361395
616.83,4.678216
609.3,4.736031
537.5,5.368677
405.6,7.114556
231.9,12.44357
51.2,56.36062
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
77.1,37.42755
263.73,10.94174
435.25,6.6299
558.5,5.166811
632.55,4.561954
626.75,4.60417
554.12,5.207651
421.45,6.84699
242.38,11.90554
55.92,51.60343
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
76.52,37.71124
261.08,11.0528
428.1,6.74063
547.02,5.275244
599.12,4.816504
593.17,4.864818
521.45,5.533922
392.48,7.352384
224.1,12.87668
50.62,57.0064
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
58.88,49.00924
218.95,13.17956
374.25,7.710525
489.35,5.896932
568.45,5.076372
562.95,5.125968
491.85,5.866959
364.42,7.918511
201.62,14.31239
44.62,64.67198
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
64.73,44.58001
236.48,12.20257
400.62,7.202995
518.73,5.56294
571.8,5.046631
560.73,5.146263
486.75,5.928431
358.8,8.042541
196.98,14.64953
44.35,65.0657
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
67.05,43.03749
246.3,11.71605
416.2,6.933359
540.77,5.336213
616.5,4.68072
610.5,4.726722
540.77,5.336213
409.58,7.045422
235.92,12.23154
57.02,50.60792
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
72.92,39.57301
260.55,11.07528
433.75,6.652827
559.1,5.161266
630.38,4.577658
629.95,4.580782
559.38,5.158683
430.88,6.69714
254.35,11.34525
66.1,43.65603
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
65,44.39483
242.83,11.88347
412.73,6.99165
537.33,5.370375
623.88,4.625351
618.67,4.664302
545.9,5.286067
410.65,7.027064
232.67,12.40239
56.23,51.31894
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50.17,57.51772
200.2,14.41391
360.27,8.009726
482.9,5.975696
613.88,4.700697
606.2,4.76025
531.42,5.4301
397.2,7.265015
224.25,12.86807
54.88,52.58134
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
59.1,48.8268
228.17,12.64699
394.52,7.314366
516.02,5.592155
626.7,4.604538
623.1,4.631141
553.88,5.209908
425.7,6.778632
254.2,11.35194
69.5,41.52034
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
82.73,34.8805
281.1,10.26561
458.58,6.292607
587,4.915952
642.7,4.489908
643.08,4.487255
574.55,5.022476
444.8,6.487554
267.52,10.78672
76.08,37.92934
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
81.8,35.27706
281.2,10.26196
460.3,6.269094
590.65,4.885573
643.5,4.484326
644.02,4.480705
577.3,4.998552
449.45,6.420433
274.17,10.52509
81,35.62548
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
82.4,35.02019
281,10.26927
458.23,6.297414
587.02,4.915785
638.12,4.522134
644.38,4.478202
578.83,4.985339
443.27,6.509946
274.35,10.51818
81.8,35.27706
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
74.73,38.61453
270.08,10.68448
449.92,6.413727
581.12,4.965694
638.8,4.51732
642.62,4.490467
577.27,4.998811
451.55,6.390574
276.92,10.42057
85.58,33.7189
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
81.75,35.29864
280.25,10.29675
458.98,6.287123
588.55,4.903005
643.05,4.487464
648.42,4.4503
584.4,4.937823
458.35,6.295765
283.17,10.19057
89.35,32.29618
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
76.83,37.55908
272.6,10.58571
451.38,6.392981
583.67,4.943999
619.38,4.658955
